season,supply,supply_formatted,calculated_value,cumulative_sum
5165,10670360218225,10670360.218225,4445983424.260420,449601633206.267761
5166,10669361238325,10669361.238325,4445567182.635421,454047200388.903198
5167,10669362258425,10669362.258425,4445567607.677087,458492767996.580261
5168,10669363278525,10669363.278525,4445568032.718754,462938336029.299011
5169,10668364298625,10668364.298625,4445151791.093754,467383487820.392761
5170,10668365318725,10668365.318725,4445152216.135420,471828640036.528198
5171,10668366338825,10668366.338825,4445152641.177087,476273792677.705261
5172,10667367358925,10667367.358925,4444736399.552087,480718529077.257324
5173,10667368379025,10667368.379025,4444736824.593754,485163265901.851074
5174,10667369399125,10667369.399125,4444737249.635421,489608003151.486511
5175,10666370419225,10666370.419225,4444321008.010420,494052324159.496948
5176,10666371439325,10666371.439325,4444321433.052087,498496645592.549011
5177,10666372459425,10666372.459425,4444321858.093754,502940967450.642761
5178,10665373479525,10665373.479525,4443905616.468754,507384873067.111511
5179,10665374499625,10665374.499625,4443906041.510420,511828779108.621948
5180,10665375519725,10665375.519725,4443906466.552087,516272685575.174011
5181,10664376539825,10664376.539825,4443490224.927087,520716175800.101074
5182,10664377559925,10664377.559925,4443490649.968754,525159666450.069824
5183,10664378580025,10664378.580025,4443491075.010420,529603157525.080261
5184,10663382046413,10663382.046413,4443075852.672087,534046233377.752319
5185,10663383066513,10663383.066513,4443076277.713754,538489309655.466064
5186,10663384086613,10663384.086613,4443076702.755420,542932386358.221497
5187,10662385106713,10662385.106713,4442660461.130421,547375046819.351929
5188,10662386126813,10662386.126813,4442660886.172087,551817707705.524048
5189,10662387146913,10662387.146913,4442661311.213754,556260369016.737793
5190,10661388167013,10661388.167013,4442245069.588754,560702614086.326538
5191,10661389187113,10661389.187113,4442245494.630420,565144859580.956909
5192,10661390207213,10661390.207213,4442245919.672087,569587105500.629028
5193,10660391227313,10660391.227313,4441829678.047087,574028935178.676147
5194,10660392247413,10660392.247413,4441830103.088754,578470765281.764893
5195,10660389086497,10660389.086497,4441828786.040421,582912594067.805298
5196,10659390106597,10659390.106597,4441412544.415421,587354006612.220703
5197,10659391126697,10659391.126697,4441412969.457087,591795419581.677734
5198,10659392146797,10659392.146797,4441413394.498754,596236832976.176514
5199,10658393166897,10658393.166897,4440997152.873754,600677830129.050293
5200,10658394186997,10658394.186997,4440997577.915420,605118827706.965698
5201,10658395207097,10658395.207097,4440998002.957087,609559825709.922729
5202,10657396227197,10657396.227197,4440581761.332088,614000407471.254761
5203,10657397247297,10657397.247297,4440582186.373754,618440989657.628540
5204,10657398267397,10657398.267397,4440582611.415421,622881572269.043945
5205,10656399287497,10656399.287497,4440166369.790421,627321738638.834351
5206,10656400307597,10656400.307597,4440166794.832087,631761905433.666382
5207,10656401327697,10656401.327697,4440167219.873754,636202072653.540161
5208,10655402347797,10655402.347797,4439750978.248754,640641823631.788940
5209,10655403367897,10655403.367897,4439751403.290421,645081575035.079346
5210,10655404387997,10655404.387997,4439751828.332087,649521326863.411377
5211,10654405408097,10654405.408097,4439335586.707087,653960662450.118408
5212,10654406428197,10654406.428197,4439336011.748754,658399998461.867188
5213,10654407448297,10654407.448297,4439336436.790421,662839334898.657593
5214,10653408468397,10653408.468397,4438920195.165421,667278255093.822998
5215,10653409488497,10653409.488497,4438920620.207087,671717175714.030029
5216,10653410508597,10653410.508597,4438921045.248754,676156096759.278809
5217,10652411528697,10652411.528697,4438504803.623754,680594601562.902588
5218,10652412548797,10652412.548797,4438505228.665421,685033106791.567993
5219,10652413568897,10652413.568897,4438505653.707087,689471612445.275024
5220,10651414588997,10651414.588997,4438089412.082087,693909701857.357056
5221,10651415609097,10651415.609097,4438089837.123754,698347791694.480835
5222,10651416629197,10651416.629197,4438090262.165421,702785881956.646240
5223,10650417649297,10650417.649297,4437674020.540421,707223555977.186646
5224,10650418669397,10650418.669397,4437674445.582088,711661230422.768677
5225,10650419689497,10650419.689497,4437674870.623754,716098905293.392456
5226,10649420709597,10649420.709597,4437258628.998754,720536163922.391235
5227,10649421729697,10649421.729697,4437259054.040420,724973422976.431641
5228,10649422749797,10649422.749797,4437259479.082087,729410682455.513672
5229,10648423769897,10648423.769897,4436843237.457087,733847525692.970703
5230,10648424789997,10648424.789997,4436843662.498754,738284369355.469482
5231,10648425810097,10648425.810097,4436844087.540421,742721213443.009888
5232,10647426830197,10647426.830197,4436427845.915421,747157641288.925293
5233,10647427850297,10647427.850297,4436428270.957087,751594069559.882324
5234,10647428870397,10647428.870397,4436428695.998754,756030498255.881104
5235,10646429890497,10646429.890497,4436012454.373754,760466510710.254883
5236,10646430910597,10646430.910597,4436012879.415421,764902523589.670288
5237,10646431930697,10646431.930697,4436013304.457087,769338536894.127319
5238,10645432950797,10645432.950797,4435597062.832088,773774133956.959351
5239,10645433970897,10645433.970897,4435597487.873754,778209731444.833130
5240,10645434990997,10645434.990997,4435597912.915421,782645329357.748535
5241,10644436011097,10644436.011097,4435181671.290420,787080511029.038940
5242,10644437031197,10644437.031197,4435182096.332087,791515693125.370972
5243,10644438051297,10644438.051297,4435182521.373754,795950875646.744751
5244,10643439071397,10643439.071397,4434766279.748754,800385641926.493530
5245,10643440091497,10643440.091497,4434766704.790421,804820408631.283936
5246,10643441111597,10643441.111597,4434767129.832088,809255175761.115967
5247,10642442131697,10642442.131697,4434350888.207087,813689526649.322998
5248,10642443151797,10642443.151797,4434351313.248754,818123877962.571777
5249,10642444171897,10642444.171897,4434351738.290420,822558229700.862183
5250,10642445191997,10642445.191997,4434352163.332087,826992581864.194214
5251,10641446212097,10641446.212097,4433935921.707087,831426517785.901245
5252,10641447232197,10641447.232197,4433936346.748754,835860454132.650024
5253,10640448252297,10640448.252297,4433520105.123754,840293974237.773804
5254,10640449272397,10640449.272397,4433520530.165421,844727494767.939209
5255,10640450292497,10640450.292497,4433520955.207087,849161015723.146240
5256,10639451333101,10639451.333101,4433104722.125421,853594120445.271606
5257,10639452353201,10639452.353201,4433105147.167087,858027225592.438721
5258,10639453373301,10639453.373301,4433105572.208754,862460331164.647461
5259,10638454393401,10638454.393401,4432689330.583754,866893020495.231201
5260,10638455413501,10638455.413501,4432689755.625420,871325710250.856567
5261,10638456433601,10638456.433601,4432690180.667087,875758400431.523682
5262,10637457453701,10637457.453701,4432273939.042087,880190674370.565796
5263,10637458473801,10637458.473801,4432274364.083754,884622948734.649536
5264,10637459493901,10637459.493901,4432274789.125421,889055223523.774902
5265,10636460514001,10636460.514001,4431858547.500421,893487082071.275269
5266,10636461534101,10636461.534101,4431858972.542087,897918941043.817383
5267,10636462554201,10636462.554201,4431859397.583754,902350800441.401123
5268,10635463574301,10635463.574301,4431443155.958754,906782243597.359863
5269,10635464594401,10635464.594401,4431443581.000421,911213687178.360229
5270,10635465614501,10635465.614501,4431444006.042087,915645131184.402344
5271,10634466634601,10634466.634601,4431027764.417087,920076158948.819458
5272,10634467654701,10634467.654701,4431028189.458754,924507187138.278198
5273,10634468674801,10634468.674801,4431028614.500421,928938215752.778564
5274,10633469694901,10633469.694901,4430612372.875420,933368828125.653931
5275,10633470715001,10633470.715001,4430612797.917087,937799440923.571045
5276,10633471735101,10633471.735101,4430613222.958754,942230054146.529785
5277,10632472755201,10632472.755201,4430196981.333754,946660251127.863525
5278,10632473775301,10632473.775301,4430197406.375421,951090448534.238892
5279,10632474795401,10632474.795401,4430197831.417087,955520646365.656006
5280,10631475815501,10631475.815501,4429781589.792087,959950427955.448120
5281,10631476835601,10631476.835601,4429782014.833754,964380209970.281860
5282,10631477855701,10631477.855701,4429782439.875420,968809992410.157227
5283,10630478875801,10630478.875801,4429366198.250421,973239358608.407593
5284,10630479916405,10630479.916405,4429366631.835420,977668725240.243042
5285,10630480936505,10630480.936505,4429367056.877087,982098092297.120117
5286,10629481956605,10629481.956605,4428950815.252087,986527043112.372192
5287,10629482976705,10629482.976705,4428951240.293754,990955994352.665894
5288,10629484017309,10629484.017309,4428951673.878754,995384946026.544678
5289,10628485037409,10628485.037409,4428535432.253754,999813481458.798462
5290,10628486057509,10628486.057509,4428535857.295421,1004242017316.093872
5291,10628487077609,10628487.077609,4428536282.337087,1008670553598.430908
5292,10627488097709,10627488.097709,4428120040.712087,1013098673639.142944
5293,10627489117809,10627489.117809,4428120465.753754,1017526794104.896729
5294,10627490137909,10627490.137909,4428120890.795421,1021954914995.692139
5295,10626491158009,10626491.158009,4427704649.170420,1026382619644.862549
5296,10626492178109,10626492.178109,4427705074.212087,1030810324719.074585
5297,10626493198209,10626493.198209,4427705499.253754,1035238030218.328369
5298,10625494218309,10625494.218309,4427289257.628754,1039665319475.957153
5299,10625495238409,10625495.238409,4427289682.670421,1044092609158.627563
5300,10625496258509,10625496.258509,4427290107.712087,1048519899266.339600
5301,10624497278609,10624497.278609,4426873866.087087,1052946773132.426636
5302,10624498298709,10624498.298709,4426874291.128754,1057373647423.555420
5303,10624499318809,10624499.318809,4426874716.170420,1061800522139.725830
5304,10623500338909,10623500.338909,4426458474.545421,1066226980614.271240
5305,10623501359009,10623501.359009,4426458899.587087,1070653439513.858276
5306,10623502379109,10623502.379109,4426459324.628754,1075079898838.487061
5307,10623046332897,10623046.332897,4426269305.373754,1079506168143.860840
5308,10623047352997,10623047.352997,4426269730.415421,1083932437874.276245
5309,10623048373097,10623048.373097,4426270155.457087,1088358708029.733276
5310,10623049393197,10623049.393197,4426270580.498754,1092784978610.232056
5311,10623050413297,10623050.413297,4426271005.540420,1097211249615.772461
5312,10623051433397,10623051.433397,4426271430.582087,1101637521046.354492
5313,10623052453497,10623052.453497,4426271855.623754,1106063792901.978271
5314,10623053473597,10623053.473597,4426272280.665421,1110490065182.643799
5315,10623054493697,10623054.493697,4426272705.707087,1114916337888.350830
5316,10623055513797,10623055.513797,4426273130.748754,1119342611019.099609
5317,10623056533897,10623056.533897,4426273555.790421,1123768884574.890137
5318,10623057553997,10623057.553997,4426273980.832087,1128195158555.722168
5319,10623058574097,10623058.574097,4426274405.873754,1132621432961.595947
5320,10623059594197,10623059.594197,4426274830.915421,1137047707792.511475
5321,10623060614297,10623060.614297,4426275255.957088,1141473983048.468506
5322,10623061634397,10623061.634397,4426275680.998754,1145900258729.467285
5323,10623062654497,10623062.654497,4426276106.040421,1150326534835.507812
5324,10623063674597,10623063.674597,4426276531.082087,1154752811366.589844
5325,10623064694697,10623064.694697,4426276956.123754,1159179088322.713623
5326,10623065714797,10623065.714797,4426277381.165420,1163605365703.879150
5327,10623066734897,10623066.734897,4426277806.207087,1168031643510.086182
5328,10623067754997,10623067.754997,4426278231.248754,1172457921741.334961
5329,10623068775097,10623068.775097,4426278656.290421,1176884200397.625488
5330,10623069795197,10623069.795197,4426279081.332087,1181310479478.957520
5331,10623070815297,10623070.815297,4426279506.373754,1185736758985.331299
5332,10623071835397,10623071.835397,4426279931.415421,1190163038916.746826
5333,10623072855497,10623072.855497,4426280356.457087,1194589319273.203857
5334,10623073875597,10623073.875597,4426280781.498754,1199015600054.702637
5335,10623074895697,10623074.895697,4426281206.540421,1203441881261.243164
5336,10623075915797,10623075.915797,4426281631.582088,1207868162892.825195
5337,10623076935897,10623076.935897,4426282056.623754,1212294444949.448975
5338,10623077955997,10623077.955997,4426282481.665421,1216720727431.114502
5339,10623078976097,10623078.976097,4426282906.707087,1221147010337.821533
5340,10623079996197,10623079.996197,4426283331.748754,1225573293669.570312
5341,10623081016297,10623081.016297,4426283756.790420,1229999577426.360840
5342,10623082036397,10623082.036397,4426284181.832087,1234425861608.192871
5343,10623083056497,10623083.056497,4426284606.873754,1238852146215.066650
5344,10623084076597,10623084.076597,4426285031.915420,1243278431246.982178
5345,10623085096697,10623085.096697,4426285456.957087,1247704716703.939209
5346,10623086116797,10623086.116797,4426285881.998754,1252131002585.937988
5347,10623087136897,10623087.136897,4426286307.040421,1256557288892.978516
5348,10623088156997,10623088.156997,4426286732.082087,1260983575625.060547
5349,10623089177097,10623089.177097,4426287157.123754,1265409862782.184326
5350,10623090197197,10623090.197197,4426287582.165421,1269836150364.349854
5351,10623028491939,10623028.491939,4426261871.641253,1274262412235.991211
5352,10622939891859,10622939.891859,4426224954.941254,1278688637190.932373
5353,10622824427959,10622824.427959,4426176844.982921,1283114814035.915283
5354,10622683506786,10622683.506786,4426118127.827504,1287540932163.742676
5355,10622514606713,10622514.606713,4426047752.797087,1291966979916.539795
5356,10622317324148,10622317.324148,4425965551.728337,1296392945468.268066
5357,10622092440931,10622092.440931,4425871850.387920,1300818817318.656006
5358,10621834241332,10621834.241332,4425764267.221670,1305244581585.877686
5359,10621546893685,10621546.893685,4425644539.035420,1309670226124.913086
5360,10621230477569,10621230.477569,4425512698.987087,1314095738823.900146
5361,10620884805451,10620884.805451,4425368668.937920,1318521107492.838135
5362,10620507082350,10620507.082350,4425211284.312504,1322946318777.150635
5363,10620101680942,10620101.680942,4425042367.059171,1327371361144.209717
5364,10619664683510,10619664.683510,4424860284.795836,1331796221429.005615
5365,10619197564051,10619197.564051,4424665651.687920,1336220887080.693604
5366,10618701825029,10618701.825029,4424459093.762087,1340645346174.455811
5367,10618174886929,10618174.886929,4424239536.220420,1345069585710.676270
5368,10617608530195,10617608.530195,4424003554.247920,1349493589264.924072
5369,10617018104883,10617018.104883,4423757543.701253,1353917346808.625244
5370,10616400892482,10616400.892482,4423500371.867504,1358340847180.492676
5371,10616401912582,10616401.912582,4423500796.909170,1362764347977.401855
5372,10615738230128,10615738.230128,4423224262.553337,1367187572239.955078
5373,10615739250228,10615739.250228,4423224687.595004,1371610796927.550049
5374,10615740270328,10615740.270328,4423225112.636670,1376034022040.186768
5375,10615048468814,10615048.468814,4422936862.005836,1380456958902.192627
5376,10615049488914,10615049.488914,4422937287.047503,1384879896189.240234
5377,10615050529518,10615050.529518,4422937720.632504,1389302833909.872803
5378,10614334329221,10614334.329221,4422639303.842087,1393725473213.714844
5379,10614335349321,10614335.349321,4422639728.883754,1398148112942.598633
5380,10614336453943,10614336.453943,4422640189.142920,1402570753131.741455
5381,10613614709268,10613614.709268,4422339462.195004,1406993092593.936523
5382,10613615729368,10613615.729368,4422339887.236670,1411415432481.173096
5383,10613616749468,10613616.749468,4422340312.278337,1415837772793.451416
5384,10612882016004,10612882.016004,4422034173.335004,1420259806966.786377
5385,10612883036104,10612883.036104,4422034598.376670,1424681841565.163086
5386,10612884056204,10612884.056204,4422035023.418337,1429103876588.581543
5387,10612123493032,10612123.493032,4421718122.096670,1433525594710.678223
5388,10612124513132,10612124.513132,4421718547.138336,1437947313257.816650
5389,10612125533232,10612125.533232,4421718972.180003,1442369032229.996582
5390,10611337587912,10611337.587912,4421390661.630004,1446790422891.626465
5391,10611338608012,10611338.608012,4421391086.671670,1451211813978.298096
5392,10611339628112,10611339.628112,4421391511.713337,1455633205490.011475
5393,10610610001536,10610610.001536,4421087500.640003,1460054292990.651367
5394,10610611021636,10610611.021636,4421087925.681670,1464475380916.333008
5395,10610612041736,10610612.041736,4421088350.723337,1468896469267.056396
5396,10609867791928,10609867.791928,4420778246.636670,1473317247513.693115
5397,10609868812028,10609868.812028,4420778671.678337,1477738026185.371338
5398,10609869832128,10609869.832128,4420779096.720003,1482158805282.091309
5399,10609104804571,10609104.804571,4420460335.237920,1486579265617.329346
5400,10609105824671,10609105.824671,4420460760.279587,1490999726377.608887
5401,10609106844771,10609106.844771,4420461185.321254,1495420187562.930176
5402,10608299827636,10608299.827636,4420124928.181670,1499840312491.111816
5403,10608300847736,10608300.847736,4420125353.223337,1504260437844.335205
5404,10608301867836,10608301.867836,4420125778.265003,1508680563622.600098
5405,10607468653306,10607468.653306,4419778605.544170,1513100342228.144287
5406,10607469673406,10607469.673406,4419779030.585836,1517520121258.730225
5407,10607470778028,10607470.778028,4419779490.845003,1521939900749.575195
5408,10606644998037,10606644.998037,4419435415.848753,1526359336165.423828
5409,10606646018137,10606646.018137,4419435840.890420,1530778772006.314209
5410,10606647038237,10606647.038237,4419436265.932087,1535198208272.246338
5411,10605797541775,10605797.541775,4419082309.072920,1539617290581.319336
5412,10605798561875,10605798.561875,4419082734.114587,1544036373315.433838
5413,10605799581975,10605799.581975,4419083159.156254,1548455456474.590088
5414,10604932074341,10604932.074341,4418721697.642087,1552874178172.232178
5415,10604933094441,10604933.094441,4418722122.683754,1557292900294.916016
5416,10604934114541,10604934.114541,4418722547.725420,1561711622842.641357
5417,10603944713228,10603944.713228,4418310297.178337,1566129933139.819580
5418,10603945733328,10603945.733328,4418310722.220004,1570548243862.039551
5419,10603946753428,10603946.753428,4418311147.261670,1574966555009.301270
5420,10602950439374,10602950.439374,4417896016.405837,1579384451025.707031
5421,10602951459474,10602951.459474,4417896441.447503,1583802347467.154541
5422,10602952479574,10602952.479574,4417896866.489170,1588220244333.643799
5423,10601941102428,10601941.102428,4417475459.345003,1592637719792.988770
5424,10601942122528,10601942.122528,4417475884.386670,1597055195677.375488
5425,10601943142628,10601943.142628,4417476309.428337,1601472671986.803711
5426,10600901978552,10600901.978552,4417042491.063336,1605889714477.866943
5427,10600902998652,10600902.998652,4417042916.105003,1610306757393.971924
5428,10600904018752,10600904.018752,4417043341.146670,1614723800735.118652
5429,10599413752093,10599413.752093,4416422396.705420,1619140223131.823975
5430,10599414772193,10599414.772193,4416422821.747087,1623556645953.571045
5431,10599415792293,10599415.792293,4416423246.788754,1627973069200.359863
5432,10597112445742,10597112.445742,4415463519.059170,1632388532719.418945
5433,10597113486346,10597113.486346,4415463952.644170,1636803996672.063232
5434,10597114506446,10597114.506446,4415464377.685837,1641219461049.749023
5435,10594685300727,10594685.300727,4414452208.636253,1645633913258.385254
5436,10594686320827,10594686.320827,4414452633.677920,1650048365892.063232
5437,10594687340927,10594687.340927,4414453058.719586,1654462818950.782715
5438,10592539393757,10592539.393757,4413558080.732087,1658876377031.514893
5439,10592540413857,10592540.413857,4413558505.773753,1663289935537.288574
5440,10592541433957,10592541.433957,4413558930.815420,1667703494468.104004
5441,10590361489666,10590361.489666,4412650620.694170,1672116145088.798096
5442,10590362509766,10590362.509766,4412651045.735837,1676528796134.533936
5443,10590363529866,10590363.529866,4412651470.777503,1680941447605.311523
5444,10588416850435,10588416.850435,4411840354.347920,1685353287959.659424
5445,10588417870535,10588417.870535,4411840779.389586,1689765128739.049072
5446,10588418890635,10588418.890635,4411841204.431253,1694176969943.480225
5447,10586416421622,10586416.421622,4411006842.342504,1698587976785.822754
5448,10586417441722,10586417.441722,4411007267.384171,1702998984053.207031
5449,10586418461822,10586418.461822,4411007692.425837,1707409991745.632812
5450,10584371476842,10584371.476842,4410154782.017504,1711820146527.650391
5451,10584372517446,10584372.517446,4410155215.602504,1716230301743.252930
5452,10584373537546,10584373.537546,4410155640.644171,1720640457383.897217
5453,10581907832919,10581907.832919,4409128263.716253,1725049585647.613525
5454,10581908853019,10581908.853019,4409128688.757920,1729458714336.371338
5455,10581909873119,10581909.873119,4409129113.799586,1733867843450.170898
5456,10579301482488,10579301.482488,4408042284.370004,1738275885734.541016
5457,10579302502588,10579302.502588,4408042709.411670,1742683928443.952637
5458,10579303522688,10579303.522688,4408043134.453337,1747091971578.406006
5459,10576648528516,10576648.528516,4406936886.881670,1751498908465.287598
5460,10576649548616,10576649.548616,4406937311.923337,1755905845777.210938
5461,10576650568716,10576650.568716,4406937736.965003,1760312783514.176025
5462,10573947973327,10573947.973327,4405811655.552920,1764718595169.729004
5463,10573949013931,10573949.013931,4405812089.137920,1769124407258.866943
5464,10573950034031,10573950.034031,4405812514.179586,1773530219773.046631
5465,10571174043095,10571174.043095,4404655851.289587,1777934875624.336182
5466,10571175063195,10571175.063195,4404656276.331253,1782339531900.667480
5467,10571176083295,10571176.083295,4404656701.372920,1786744188602.040283
5468,10568353454011,10568353.454011,4403480605.837920,1791147669207.878174
5469,10568354474111,10568354.474111,4403481030.879587,1795551150238.757812
5470,10568355494211,10568355.494211,4403481455.921254,1799954631694.678955
5471,10565929489789,10565929.489789,4402470620.745420,1804357102315.424316
5472,10565930509889,10565930.509889,4402471045.787086,1808759573361.211426
5473,10565931529989,10565931.529989,4402471470.828753,1813162044832.040283
5474,10563330529692,10563330.529692,4401387720.705004,1817563432552.745361
5475,10563331549792,10563331.549792,4401388145.746671,1821964820698.491943
5476,10563332569892,10563332.569892,4401388570.788337,1826366209269.280273
5477,10560686060335,10560686.060335,4400285858.472920,1830766495127.753174
5478,10560687080435,10560687.080435,4400286283.514587,1835166781411.267822
5479,10560688100535,10560688.100535,4400286708.556253,1839567068119.823975
5480,10558015126928,10558015.126928,4399172969.553336,1843966241089.377197
5481,10558016147028,10558016.147028,4399173394.595003,1848365414483.972168
5482,10558017167128,10558017.167128,4399173819.636670,1852764588303.608887
5483,10555280863727,10555280.863727,4398033693.219587,1857162621996.828369
5484,10555281883827,10555281.883827,4398034118.261253,1861560656115.089600
5485,10555282903927,10555282.903927,4398034543.302920,1865958690658.392578
5486,10552597023407,10552597.023407,4396915426.419586,1870355606084.812256
5487,10552598043507,10552598.043507,4396915851.461253,1874752521936.273438
5488,10552599063607,10552599.063607,4396916276.502920,1879149438212.776367
5489,10550202260164,10550202.260164,4395917608.401670,1883545355821.177979
5490,10550203280264,10550203.280264,4395918033.443337,1887941273854.621338
5491,10550204300364,10550204.300364,4395918458.485003,1892337192313.106445
5492,10546509020008,10546509.020008,4394378758.336670,1896731571071.443115
5493,10546510040108,10546510.040108,4394379183.378337,1901125950254.821533
