season,supply,supply_formatted,calculated_value,cumulative_sum
2758,11138082615117,11138082.615117,4640867756.298754,946787258882.693604
2759,11138012418835,11138012.418835,4640838507.847920,951428097390.541504
2760,11138013438935,11138013.438935,4640838932.889587,956068936323.431152
2761,11138014459035,11138014.459035,4640839357.931253,960709775681.362427
2762,11138015479135,11138015.479135,4640839782.972920,965350615464.335327
2763,11137946962134,11137946.962134,4640811234.222504,969991426698.557861
2764,11137947982234,11137947.982234,4640811659.264171,974632238357.822021
2765,11137949002334,11137949.002334,4640812084.305838,979273050442.127808
2766,11137880958427,11137880.958427,4640783732.677920,983913834174.805786
2767,11137881978527,11137881.978527,4640784157.719587,988554618332.525391
2768,11137882998627,11137882.998627,4640784582.761253,993195402915.286621
2769,11137884018727,11137884.018727,4640785007.802920,997836187923.089600
2770,11137885059331,11137885.059331,4640785441.387920,1002476973364.477539
2771,11137886099935,11137886.099935,4640785874.972920,1007117759239.450439
2772,11137887120035,11137887.120035,4640786300.014587,1011758545539.465088
2773,11137888140135,11137888.140135,4640786725.056254,1016399332264.521362
2774,11137889160235,11137889.160235,4640787150.097920,1021040119414.619263
2775,11137890180335,11137890.180335,4640787575.139587,1025680906989.758789
2776,11137825767901,11137825.767901,4640760736.625421,1030321667726.384155
2777,11137826788001,11137826.788001,4640761161.667088,1034962428888.051270
2778,11137763069135,11137763.069135,4640734612.139587,1039603163500.190918
2779,11137764089235,11137764.089235,4640735037.181253,1044243898537.372192
2780,11137699013213,11137699.013213,4640707922.172088,1048884606459.544312
2781,11137607111132,11137607.111132,4640669629.638337,1053525276089.182617
2782,11137608131232,11137608.131232,4640670054.680004,1058165946143.862671
2783,11137609151332,11137609.151332,4640670479.721670,1062806616623.584351
2784,11137610191936,11137610.191936,4640670913.306670,1067447287536.890991
2785,11137611212036,11137611.212036,4640671338.348337,1072087958875.239380
2786,11137549565727,11137549.565727,4640645652.386254,1076728604527.625610
2787,11137550585827,11137550.585827,4640646077.427920,1081369250605.053589
2788,11137551605927,11137551.605927,4640646502.469587,1086009897107.523193
2789,11137552626027,11137552.626027,4640646927.511253,1090650544035.034424
2790,11137553646127,11137553.646127,4640647352.552920,1095291191387.587402
2791,11137554666227,11137554.666227,4640647777.594587,1099931839165.181885
2792,11137500962914,11137500.962914,4640625401.214170,1104572464566.395996
2793,11137501983014,11137501.983014,4640625826.255836,1109213090392.651855
2794,11137503003114,11137503.003114,4640626251.297503,1113853716643.949463
2795,11137504023214,11137504.023214,4640626676.339170,1118494343320.288574
2796,11137505043314,11137505.043314,4640627101.380837,1123134970421.669434
2797,11137506063414,11137506.063414,4640627526.422503,1127775597948.092041
2798,11137507083514,11137507.083514,4640627951.464170,1132416225899.556152
2799,11137508103614,11137508.103614,4640628376.505837,1137056854276.062012
2800,11137509123714,11137509.123714,4640628801.547504,1141697483077.609619
2801,11137433920241,11137433.920241,4640597466.767087,1146338080544.376709
2802,11137325762707,11137325.762707,4640552401.127920,1150978632945.504639
2803,11137183805416,11137183.805416,4640493252.256671,1155619126197.761230
2804,11137084825516,11137084.825516,4640452010.631671,1160259578208.392822
2805,11137085845616,11137085.845616,4640452435.673337,1164900030644.066162
2806,11137086865716,11137086.865716,4640452860.715004,1169540483504.781250
2807,11137087885816,11137087.885816,4640453285.756671,1174180936790.537842
2808,11137007444688,11137007.444688,4640419768.620004,1178821356559.157959
2809,11136980769992,11136980.769992,4640408654.163337,1183461765213.321289
2810,11136981790092,11136981.790092,4640409079.205004,1188102174292.526367
2811,11136982810192,11136982.810192,4640409504.246670,1192742583796.772949
2812,11136983850796,11136983.850796,4640409937.831671,1197382993734.604736
2813,11136984870896,11136984.870896,4640410362.873337,1202023404097.478027
2814,11136985890996,11136985.890996,4640410787.915004,1206663814885.393066
2815,11136986911096,11136986.911096,4640411212.956670,1211304226098.349854
2816,11136987931196,11136987.931196,4640411637.998337,1215944637736.348145
2817,11136988951296,11136988.951296,4640412063.040004,1220585049799.388184
2818,11136989971396,11136989.971396,4640412488.081670,1225225462287.469971
2819,11136990991496,11136990.991496,4640412913.123337,1229865875200.593262
2820,11136992011596,11136992.011596,4640413338.165004,1234506288538.758301
2821,11136993031696,11136993.031696,4640413763.206671,1239146702301.965088
2822,11136994051796,11136994.051796,4640414188.248337,1243787116490.213379
2823,11136995071896,11136995.071896,4640414613.290004,1248427531103.503418
2824,11136918695835,11136918.695835,4640382789.931254,1253067913893.434570
2825,11136812110003,11136812.110003,4640338379.167920,1257708252272.602539
2826,11136813130103,11136813.130103,4640338804.209587,1262348591076.812012
2827,11136744304457,11136744.304457,4640310126.857087,1266988901203.669189
2828,11136643054393,11136643.054393,4640267939.330420,1271629169142.999512
2829,11136644074493,11136644.074493,4640268364.372087,1276269437507.371582
2830,11136645094593,11136645.094593,4640268789.413754,1280909706296.785400
2831,11136573042685,11136573.042685,4640238767.785420,1285549945064.570801
2832,11136467727280,11136467.727280,4640194886.366671,1290190139950.937500
2833,11136327937181,11136327.937181,4640136640.492087,1294830276591.429688
2834,11136328957281,11136328.957281,4640137065.533753,1299470413656.963379
2835,11136251723710,11136251.723710,4640104884.879170,1304110518541.842529
2836,11136252743810,11136252.743810,4640105309.920837,1308750623851.763428
2837,11136253763910,11136253.763910,4640105734.962504,1313390729586.725830
2838,11136254784010,11136254.784010,4640106160.004170,1318030835746.729980
2839,11136255804110,11136255.804110,4640106585.045837,1322670942331.775879
2840,11136256824210,11136256.824210,4640107010.087503,1327311049341.863281
2841,11136257844310,11136257.844310,4640107435.129170,1331951156776.992432
2842,11136258864410,11136258.864410,4640107860.170836,1336591264637.163330
2843,11136259884510,11136259.884510,4640108285.212503,1341231372922.375732
2844,11136260904610,11136260.904610,4640108710.254170,1345871481632.629883
2845,11136211924710,11136211.924710,4640088301.962504,1350511569934.592285
2846,11136212944810,11136212.944810,4640088727.004170,1355151658661.596436
2847,11136093717445,11136093.717445,4640039048.935420,1359791697710.531738
2848,11136094737545,11136094.737545,4640039473.977087,1364431737184.508789
2849,11136095757645,11136095.757645,4640039899.018754,1369071777083.527588
2850,11136096777745,11136096.777745,4640040324.060421,1373711817407.587891
2851,11136097797845,11136097.797845,4640040749.102087,1378351858156.689941
2852,11136098817945,11136098.817945,4640041174.143754,1382991899330.833740
2853,11136099838045,11136099.838045,4640041599.185420,1387631940930.019043
2854,11135978007768,11135978.007768,4639990836.570004,1392271931766.589111
2855,11135979027868,11135979.027868,4639991261.611670,1396911923028.200684
2856,11135980047968,11135980.047968,4639991686.653337,1401551914714.854004
2857,11135981068068,11135981.068068,4639992111.695004,1406191906826.549072
2858,11135862569883,11135862.569883,4639942737.451254,1410831849564.000244
2859,11135763589983,11135763.589983,4639901495.826254,1415471751059.826416
2860,11135645780594,11135645.780594,4639852408.580837,1420111603468.407227
2861,11135646800694,11135646.800694,4639852833.622503,1424751456302.029785
2862,11135647820794,11135647.820794,4639853258.664170,1429391309560.693848
2863,11135530399131,11135530.399131,4639804332.971253,1434031113893.665039
2864,11135531419231,11135531.419231,4639804758.012920,1438670918651.677979
2865,11135532439331,11135532.439331,4639805183.054587,1443310723834.732666
2866,11135533459431,11135533.459431,4639805608.096253,1447950529442.828857
2867,11135534479531,11135534.479531,4639806033.137920,1452590335475.966797
2868,11135535499631,11135535.499631,4639806458.179587,1457230141934.146484
2869,11135536519731,11135536.519731,4639806883.221254,1461869948817.367676
2870,11135537539831,11135537.539831,4639807308.262920,1466509756125.630615
2871,11135538559931,11135538.559931,4639807733.304587,1471149563858.935303
2872,11135539580031,11135539.580031,4639808158.346253,1475789372017.281494
2873,11135540600131,11135540.600131,4639808583.387920,1480429180600.669434
2874,11135541620231,11135541.620231,4639809008.429586,1485068989609.099121
2875,11135542640331,11135542.640331,4639809433.471253,1489708799042.570312
2876,11135543660431,11135543.660431,4639809858.512920,1494348608901.083252
2877,11135544680531,11135544.680531,4639810283.554586,1498988419184.637939
2878,11135545700631,11135545.700631,4639810708.596253,1503628229893.234131
2879,11135546720731,11135546.720731,4639811133.637920,1508268041026.872070
2880,11135547740831,11135547.740831,4639811558.679587,1512907852585.551758
2881,11135490235139,11135490.235139,4639787597.974586,1517547640183.526367
2882,11135491255239,11135491.255239,4639788023.016253,1522187428206.542725
2883,11135492275339,11135492.275339,4639788448.057920,1526827216654.600586
2884,11135493295439,11135493.295439,4639788873.099586,1531467005527.700195
2885,11135494315539,11135494.315539,4639789298.141253,1536106794825.841553
2886,11135495335639,11135495.335639,4639789723.182920,1540746584549.024414
2887,11135496355739,11135496.355739,4639790148.224587,1545386374697.249023
2888,11135497375839,11135497.375839,4639790573.266253,1550026165270.515381
2889,11135498395939,11135498.395939,4639790998.307920,1554665956268.823242
2890,11135499416039,11135499.416039,4639791423.349587,1559305747692.172852
2891,11135500436139,11135500.436139,4639791848.391254,1563945539540.564209
2892,11135501456239,11135501.456239,4639792273.432920,1568585331813.997070
2893,11135502476339,11135502.476339,4639792698.474587,1573225124512.471680
2894,11135503496439,11135503.496439,4639793123.516253,1577864917635.988037
2895,11135504516539,11135504.516539,4639793548.557920,1582504711184.545898
2896,11135505536639,11135505.536639,4639793973.599586,1587144505158.145508
2897,11135506556739,11135506.556739,4639794398.641253,1591784299556.786865
2898,11135507576839,11135507.576839,4639794823.682920,1596424094380.469727
2899,11135508596939,11135508.596939,4639795248.724586,1601063889629.194336
2900,11135509617039,11135509.617039,4639795673.766253,1605703685302.960693
2901,11135397590037,11135397.590037,4639748995.848754,1610343434298.809326
2902,11135398610137,11135398.610137,4639749420.890421,1614983183719.699707
2903,11135399630237,11135399.630237,4639749845.932087,1619622933565.631836
2904,11135350650337,11135350.650337,4639729437.640420,1624262663003.272217
2905,11135184988368,11135184.988368,4639660411.820004,1628902323415.092285
2906,11135186008468,11135186.008468,4639660836.861670,1633541984251.953857
2907,11135187028568,11135187.028568,4639661261.903337,1638181645513.857178
2908,11135188069172,11135188.069172,4639661695.488337,1642821307209.345459
2909,11135189089272,11135189.089272,4639662120.530004,1647460969329.875488
2910,11135190109372,11135190.109372,4639662545.571671,1652100631875.447266
2911,11135191129472,11135191.129472,4639662970.613338,1656740294846.060547
2912,11135192149572,11135192.149572,4639663395.655004,1661379958241.715576
2913,11135193169672,11135193.169672,4639663820.696671,1666019622062.412354
2914,11135194189772,11135194.189772,4639664245.738338,1670659286308.150635
2915,11135025745260,11135025.745260,4639594060.525003,1675298880368.675537
2916,11135026785864,11135026.785864,4639594494.110003,1679938474862.785645
2917,11135027805964,11135027.805964,4639594919.151670,1684578069781.937256
2918,11135028826064,11135028.826064,4639595344.193337,1689217665126.130615
2919,11135029846164,11135029.846164,4639595769.235004,1693857260895.365723
2920,11134930866264,11134930.866264,4639554527.610004,1698496815422.975830
2921,11134931886364,11134931.886364,4639554952.651670,1703136370375.627441
2922,11134932906464,11134932.906464,4639555377.693337,1707775925753.320801
2923,11134933926564,11134933.926564,4639555802.735003,1712415481556.055908
2924,11134934946664,11134934.946664,4639556227.776670,1717055037783.832520
2925,11134935966764,11134935.966764,4639556652.818336,1721694594436.650879
2926,11134936986864,11134936.986864,4639557077.860003,1726334151514.510986
2927,11134938006964,11134938.006964,4639557502.901670,1730973709017.412598
2928,11134939027064,11134939.027064,4639557927.943336,1735613266945.355957
2929,11134938408470,11134938.408470,4639557670.195837,1740252824615.551758
2930,11134939428570,11134939.428570,4639558095.237504,1744892382710.789307
2931,11134869676384,11134869.676384,4639529031.826671,1749531911742.615967
2932,11134714551128,11134714.551128,4639464396.303337,1754171376138.919189
2933,11134502311228,11134502.311228,4639375963.011670,1758810752101.930908
2934,11134503331328,11134503.331328,4639376388.053337,1763450128489.984131
2935,11134504351428,11134504.351428,4639376813.095003,1768089505303.079102
2936,11134505371528,11134505.371528,4639377238.136670,1772728882541.215820
2937,11134506391628,11134506.391628,4639377663.178337,1777368260204.394043
2938,11134507411728,11134507.411728,4639378088.220003,1782007638292.614014
2939,11134356203379,11134356.203379,4639315084.741254,1786646953377.355225
2940,11134147647259,11134147.647259,4639228186.357921,1791286181563.713135
2941,11134148667359,11134148.667359,4639228611.399587,1795925410175.112793
2942,11134149687459,11134149.687459,4639229036.441254,1800564639211.553955
2943,11134150707559,11134150.707559,4639229461.482921,1805203868673.036865
2944,11134151727659,11134151.727659,4639229886.524587,1809843098559.561523
2945,11134152747759,11134152.747759,4639230311.566254,1814482328871.127686
2946,11134153767859,11134153.767859,4639230736.607920,1819121559607.735596
2947,11134154656403,11134154.656403,4639231106.834587,1823760790714.570068
2948,11134119249770,11134119.249770,4639216354.070837,1828400007068.640869
2949,11134120269870,11134120.269870,4639216779.112504,1833039223847.753418
2950,11134121289970,11134121.289970,4639217204.154170,1837678441051.907471
2951,11134122330574,11134122.330574,4639217637.739170,1842317658689.646729
2952,11134025239143,11134025.239143,4639177182.976254,1846956835872.623047
2953,11133874543469,11133874.543469,4639114393.112087,1851595950265.735107
2954,11133875563569,11133875.563569,4639114818.153754,1856235065083.888916
2955,11133726595093,11133726.595093,4639052747.955420,1860874117831.844238
2956,11133521694997,11133521.694997,4638967372.915421,1865513085204.759766
2957,11133522715097,11133522.715097,4638967797.957088,1870152053002.716797
2958,11133523735197,11133523.735197,4638968222.998754,1874791021225.715576
2959,11133524755297,11133524.755297,4638968648.040421,1879429989873.756104
2960,11133525775397,11133525.775397,4638969073.082087,1884068958946.838135
2961,11133526795497,11133526.795497,4638969498.123754,1888707928444.961914
2962,11133527815597,11133527.815597,4638969923.165421,1893346898368.127441
2963,11133381856718,11133381.856718,4638909106.965837,1897985807475.093262
2964,11133382876818,11133382.876818,4638909532.007504,1902624717007.100830
2965,11133383896918,11133383.896918,4638909957.049170,1907263626964.149902
2966,11133384917018,11133384.917018,4638910382.090837,1911902537346.240723
2967,11133385937118,11133385.937118,4638910807.132504,1916541448153.373291
2968,11133386957218,11133386.957218,4638911232.174170,1921180359385.547363
2969,11133387977318,11133387.977318,4638911657.215837,1925819271042.763184
2970,11133388997418,11133388.997418,4638912082.257504,1930458183125.020752
2971,11133390017518,11133390.017518,4638912507.299170,1935097095632.319824
2972,11133391037618,11133391.037618,4638912932.340837,1939736008564.660645
2973,11133392057718,11133392.057718,4638913357.382504,1944374921922.043213
2974,11133393077818,11133393.077818,4638913782.424170,1949013835704.467285
2975,11133394097918,11133394.097918,4638914207.465837,1953652749911.933105
2976,11133395118018,11133395.118018,4638914632.507504,1958291664544.440674
2977,11133396138118,11133396.138118,4638915057.549170,1962930579601.989746
2978,11133397158218,11133397.158218,4638915482.590837,1967569495084.580566
2979,11133398178318,11133398.178318,4638915907.632504,1972208410992.213135
2980,11133399198418,11133399.198418,4638916332.674170,1976847327324.887207
2981,11133400218518,11133400.218518,4638916757.715837,1981486244082.603027
2982,11133401238618,11133401.238618,4638917182.757504,1986125161265.360596
2983,11133402258718,11133402.258718,4638917607.799170,1990764078873.159668
2984,11133403278818,11133403.278818,4638918032.840837,1995402996906.000488
2985,11133404298918,11133404.298918,4638918457.882504,2000041915363.883057
