season,supply_formatted,calculated_value,cumulative_sum
3172,11127104.766360,4636.293653,2862477.945359
3173,11127105.786460,4636.294078,2867114.239436
3174,11127106.827064,4636.294511,2871750.533948
3175,11127107.847164,4636.294936,2876386.828884
3176,11127108.867264,4636.295361,2881023.124245
3177,11127109.887364,4636.295786,2885659.420032
3178,11127110.907464,4636.296211,2890295.716243
3179,11127111.927564,4636.296636,2894932.012880
3180,11127112.947664,4636.297062,2899568.309941
3181,11127113.967764,4636.297487,2904204.607428
3182,11126957.001228,4636.232084,2908840.839512
3183,11126958.021328,4636.232509,2913477.072020
3184,11126959.041428,4636.232934,2918113.304954
3185,11126807.463238,4636.169776,2922749.474731
3186,11126808.483338,4636.170201,2927385.644932
3187,11126809.503438,4636.170626,2932021.815559
3188,11126809.523538,4636.170635,2936657.986193
3189,11126810.543638,4636.171060,2941294.157253
3190,11126657.661523,4636.107359,2945930.264612
3191,11126447.343453,4636.019726,2950566.284339
3192,11126162.694401,4635.901123,2955202.185461
3193,11125792.916956,4635.747049,2959837.932510
3194,11125349.070764,4635.562113,2964473.494623
3195,11125350.090864,4635.562538,2969109.057161
3196,11125351.110964,4635.562963,2973744.620124
3197,11125159.513254,4635.483131,2978380.103254
3198,11124901.130054,4635.375471,2983015.478725
3199,11124902.150154,4635.375896,2987650.854621
3200,11124709.341135,4635.295559,2992286.150180
3201,11124453.183179,4635.188826,2996921.339006
3202,11124454.203279,4635.189251,3001556.528257
3203,11124455.223379,4635.189676,3006191.717934
3204,11124456.243479,4635.190101,3010826.908035
3205,11124266.318432,4635.110966,3015462.019001
3206,11124017.338532,4635.007224,3020097.026226
3207,11124018.358632,4635.007649,3024732.033875
3208,11124019.378732,4635.008074,3029367.041949
3209,11124020.398832,4635.008500,3034002.050449
3210,11123838.841958,4634.932851,3038636.983300
3211,11123839.862058,4634.933276,3043271.916576
3212,11123840.882158,4634.933701,3047906.850277
3213,11123841.902258,4634.934126,3052541.784403
3214,11123630.726925,4634.846136,3057176.630539
3215,11123320.031653,4634.716680,3061811.347219
3216,11122926.948134,4634.552895,3066445.900114
3217,11122927.968234,4634.553320,3071080.453434
3218,11122689.952958,4634.454147,3075714.907581
3219,11122379.293802,4634.324706,3080349.232287
3220,11122380.313902,4634.325131,3084983.557417
3221,11122381.334002,4634.325556,3089617.882973
3222,11122382.354102,4634.325981,3094252.208954
3223,11122383.374202,4634.326406,3098886.535360
3224,11122384.394302,4634.326831,3103520.862191
3225,11122385.414402,4634.327256,3108155.189447
3226,11122386.434502,4634.327681,3112789.517128
3227,11122387.454602,4634.328106,3117423.845234
3228,11122388.474702,4634.328531,3122058.173765
3229,11122389.494802,4634.328956,3126692.502721
3230,11122134.194744,4634.222581,3131326.725303
3231,11122135.214844,4634.223006,3135960.948309
3232,11122136.234944,4634.223431,3140595.171740
3233,11121879.647614,4634.116520,3145229.288260
3234,11121554.675075,4633.981115,3149863.269374
3235,11121552.715902,4633.980298,3154497.249673
3236,11121553.736002,4633.980723,3159131.230396
3237,11121306.541926,4633.877726,3163765.108122
3238,11121307.562026,4633.878151,3168398.986273
3239,11121226.724485,4633.844469,3173032.830741
3240,11121227.744585,4633.844894,3177666.675635
3241,11120983.699096,4633.743208,3182300.418843
3242,11120984.719196,4633.743633,3186934.162476
3243,11120985.739296,4633.744058,3191567.906534
3244,11120738.304106,4633.640960,3196201.547494
3245,11120739.324206,4633.641385,3200835.188879
3246,11120493.865011,4633.539110,3205468.727989
3247,11120494.885111,4633.539535,3210102.267525
3248,11120495.905211,4633.539961,3214735.807485
3249,11120496.925311,4633.540386,3219369.347871
3250,11120497.945411,4633.540811,3224002.888681
3251,11120498.965511,4633.541236,3228636.429917
3252,11120499.985611,4633.541661,3233269.971578
3253,11120501.005711,4633.542086,3237903.513663
3254,11120255.687162,4633.439870,3242536.953533
3255,11120256.707262,4633.440295,3247170.393828
3256,11120013.818824,4633.339091,3251803.732919
3257,11119699.664765,4633.208194,3256436.941113
3258,11119317.861260,4633.049109,3261069.990221
3259,11119318.881360,4633.049534,3265703.039755
3260,11119080.783805,4632.950327,3270335.990082
3261,11119081.803905,4632.950752,3274968.940834
3262,11119082.824005,4632.951177,3279601.892010
3263,11119083.844105,4632.951602,3284234.843612
3264,11118845.949100,4632.852479,3288867.696091
3265,11118846.969200,4632.852904,3293500.548995
3266,11118847.989300,4632.853329,3298133.402323
3267,11118849.009400,4632.853754,3302766.256077
3268,11118609.418669,4632.753924,3307399.010002
3269,11118295.619124,4632.623175,3312031.633176
3270,11118296.639224,4632.623600,3316664.256776
3271,11118297.659324,4632.624025,3321296.880801
3272,11118298.679424,4632.624450,3325929.505251
3273,11118299.699524,4632.624875,3330562.130125
3274,11118300.719624,4632.625300,3335194.755425
3275,11118061.775973,4632.525740,3339827.281165
3276,11118062.796073,4632.526165,3344459.807330
3277,11118063.816173,4632.526590,3349092.333920
3278,11118064.836273,4632.527015,3353724.860935
3279,11118065.856373,4632.527440,3358357.388376
3280,11117820.276417,4632.425115,3362989.813491
3281,11117821.296517,4632.425540,3367622.239031
3282,11117822.316617,4632.425965,3372254.664996
3283,11117823.357221,4632.426399,3376887.091395
3284,11117824.377321,4632.426824,3381519.518219
3285,11117825.397421,4632.427249,3386151.945468
3286,11117581.835078,4632.325765,3390784.271233
3287,11117264.542802,4632.193560,3395416.464792
3288,11116876.423316,4632.031843,3400048.496635
3289,11116415.166628,4631.839653,3404680.336288
3290,11115880.401082,4631.616834,3409311.953122
3291,11115881.421182,4631.617259,3413943.570380
3292,11115882.441282,4631.617684,3418575.188064
3293,11115883.461382,4631.618109,3423206.806173
3294,11115642.258623,4631.517608,3427838.323781
3295,11115327.010764,4631.386254,3432469.710035
3296,11115328.030864,4631.386680,3437101.096715
3297,11115084.503929,4631.285210,3441732.381925
3298,11115085.524029,4631.285635,3446363.667560
3299,11115086.544129,4631.286060,3450994.953620
3300,11115087.564229,4631.286485,3455626.240105
3301,11115088.584329,4631.286910,3460257.527015
3302,11115089.604429,4631.287335,3464888.814350
3303,11115090.624529,4631.287760,3469520.102111
3304,11115091.644629,4631.288185,3474151.390296
3305,11115092.664729,4631.288610,3478782.678906
3306,11115093.684829,4631.289035,3483413.967942
3307,11115094.704929,4631.289460,3488045.257402
3308,11115095.725029,4631.289885,3492676.547287
3309,11115096.745129,4631.290310,3497307.837598
3310,11114814.278971,4631.172616,3501939.010214
3311,11114452.622529,4631.021926,3506570.032140
3312,11114453.642629,4631.022351,3511201.054491
3313,11114168.353319,4630.903481,3515831.957972
3314,11113807.058918,4630.752941,3520462.710913
3315,11113367.125227,4630.569636,3525093.280549
3316,11112845.645929,4630.352352,3529723.632901
3317,11112243.473996,4630.101447,3534353.734348
3318,11112244.494096,4630.101873,3538983.836221
3319,11112245.514196,4630.102298,3543613.938519
3320,11112246.534296,4630.102723,3548244.041241
3321,11112247.554396,4630.103148,3552874.144389
3322,11112248.574496,4630.103573,3557504.247962
3323,11112249.594596,4630.103998,3562134.351959
3324,11111957.864011,4629.982443,3566764.334403
3325,11111677.930516,4629.865804,3571394.200207
3326,11111678.950616,4629.866229,3576024.066436
3327,11111393.306324,4629.747211,3580653.813647
3328,11111394.326424,4629.747636,3585283.561283
3329,11111395.346524,4629.748061,3589913.309345
3330,11111396.366624,4629.748486,3594543.057831
3331,11111397.407228,4629.748920,3599172.806750
3332,11111398.427328,4629.749345,3603802.556095
3333,11111112.104757,4629.630044,3608432.186139
3334,11110747.291717,4629.478038,3613061.664177
3335,11110748.311817,4629.478463,3617691.142640
3336,11110461.374775,4629.358906,3622320.501546
3337,11110095.743958,4629.206560,3626949.708106
3338,11109654.128170,4629.022553,3631578.730660
3339,11109138.869368,4628.807862,3636207.538522
3340,11108543.097832,4628.559624,3640836.098146
3341,11107869.728282,4628.279053,3645464.377199
3342,11107115.759232,4627.964900,3650092.342099
3343,11107116.779332,4627.965325,3654720.307424
3344,11107117.799432,4627.965750,3659348.273174
3345,11107118.819532,4627.966175,3663976.239348
3346,11107119.839632,4627.966600,3668604.205948
3347,11107120.859732,4627.967025,3673232.172973
3348,11107121.879832,4627.967450,3677860.140423
3349,11107122.899932,4627.967875,3682488.108298
3350,11106838.451678,4627.849355,3687115.957653
3351,11106839.471778,4627.849780,3691743.807433
3352,11106840.491878,4627.850205,3696371.657638
3353,11106550.738867,4627.729475,3700999.387112
3354,11106551.758967,4627.729900,3705627.117012
3355,11106552.779067,4627.730325,3710254.847336
3356,11106260.658758,4627.608608,3714882.455944
3357,11105891.468207,4627.454778,3719509.910723
3358,11105446.040642,4627.269184,3724137.179906
3359,11104922.111125,4627.050880,3728764.230786
3360,11104457.834357,4626.857431,3733391.088217
3361,11104458.854457,4626.857856,3738017.946073
3362,11104359.874557,4626.816614,3742644.762687
3363,11104360.894657,4626.817039,3747271.579727
3364,11104350.108609,4626.812545,3751898.392272
3365,11104125.986195,4626.719161,3756525.111433
3366,11103834.908445,4626.597879,3761151.709311
3367,11103835.928545,4626.598304,3765778.307615
3368,11103618.117180,4626.507549,3770404.815164
3369,11103332.742973,4626.388643,3775031.203807
3370,11103333.763073,4626.389068,3779657.592875
3371,11103116.955903,4626.298732,3784283.891606
3372,11103117.976003,4626.299157,3788910.190763
3373,11102895.486190,4626.206453,3793536.397216
3374,11102896.506290,4626.206878,3798162.604093
3375,11102897.526390,4626.207303,3802788.811396
3376,11102679.095963,4626.116290,3807414.927686
3377,11102680.116063,4626.116715,3812041.044401
3378,11102681.288642,4626.117204,3816667.161605
3379,11102682.308742,4626.117629,3821293.279233
3380,11102683.328842,4626.118054,3825919.397287
3381,11102684.348942,4626.118479,3830545.515766
3382,11102685.369042,4626.118904,3835171.634669
3383,11102686.389142,4626.119329,3839797.753998
3384,11102687.409242,4626.119754,3844423.873752
3385,11102484.699726,4626.035292,3849049.909044
3386,11102485.719826,4626.035717,3853675.944760
3387,11102486.739926,4626.036142,3858301.980902
3388,11102487.760026,4626.036567,3862928.017468
3389,11102488.780126,4626.036992,3867554.054460
3390,11102280.239306,4625.950100,3872180.004560
3391,11102281.259406,4625.950525,3876805.955085
3392,11102071.252430,4625.863022,3881431.818106
3393,11102072.272530,4625.863447,3886057.681553
3394,11102073.292630,4625.863872,3890683.545425
3395,11101861.616186,4625.775673,3895309.321099
3396,11101862.636286,4625.776098,3899935.097197
3397,11101863.656386,4625.776523,3904560.873721
3398,11101864.676486,4625.776949,3909186.650669
3399,11101865.696586,4625.777374,3913812.428043
3400,11101866.716686,4625.777799,3918438.205841
3401,11101641.349216,4625.683896,3923063.889737
3402,11101642.369316,4625.684321,3927689.574057
3403,11101643.389416,4625.684746,3932315.258803
3404,11101420.264432,4625.591777,3936940.850580
3405,11101130.526629,4625.471053,3941566.321633
3406,11100771.675065,4625.321531,3946191.643164
3407,11100345.382253,4625.143909,3950816.787073
3408,11100346.402353,4625.144334,3955441.931407
3409,11100347.422453,4625.144759,3960067.076167
3410,11100128.424624,4625.053510,3964692.129677
3411,11099841.897289,4624.934124,3969317.063801
3412,11099842.917389,4624.934549,3973941.998350
3413,11099843.937489,4624.934974,3978566.933324
3414,11099844.957589,4624.935399,3983191.868723
3415,11099633.947787,4624.847478,3987816.716201
3416,11099634.967887,4624.847903,3992441.564104
3417,11099635.987987,4624.848328,3997066.412433
3418,11099637.008087,4624.848753,4001691.261186
3419,11099638.028187,4624.849178,4006316.110364
3420,11099430.697806,4624.762791,4010940.873155
3421,11099431.717906,4624.763216,4015565.636371
3422,11099432.738006,4624.763641,4020190.400012
3423,11099433.758106,4624.764066,4024815.164078
3424,11099226.746627,4624.677811,4029439.841889
3425,11099227.766727,4624.678236,4034064.520125
3426,11099228.786827,4624.678661,4038689.198786
3427,11099229.806927,4624.679086,4043313.877872
3428,11099168.857027,4624.653690,4047938.531563
3429,11098979.435729,4624.574765,4052563.106328
3430,11098980.455829,4624.575190,4057187.681518
3431,11098981.475929,4624.575615,4061812.257133
3432,11098982.496029,4624.576040,4066436.833173
3433,11098983.516129,4624.576465,4071061.409638
3434,11098791.837056,4624.496599,4075685.906236
3435,11098535.683068,4624.389868,4080310.296104
3436,11098536.703168,4624.390293,4084934.686397
3437,11098537.723268,4624.390718,4089559.077115
3438,11098538.743368,4624.391143,4094183.468258
3439,11098539.783972,4624.391577,4098807.859835
3440,11098540.804072,4624.392002,4103432.251837
3441,11098541.824172,4624.392427,4108056.644264
3442,11098542.844272,4624.392852,4112681.037115
3443,11098543.864372,4624.393277,4117305.430392
3444,11098544.884472,4624.393702,4121929.824094
3445,11098545.904572,4624.394127,4126554.218221
3446,11098546.924672,4624.394552,4131178.612773
3447,11098547.944772,4624.394977,4135803.007750
3448,11098548.964872,4624.395402,4140427.403152
3449,11098372.483722,4624.321868,4145051.725020
3450,11098263.164337,4624.276318,4149676.001339
3451,11098264.184437,4624.276744,4154300.278082
3452,11098265.225041,4624.277177,4158924.555259
3453,11098266.245141,4624.277602,4163548.832861
3454,11098093.457485,4624.205607,4168173.038469
3455,11097861.754765,4624.109064,4172797.147533
3456,11097568.877378,4623.987032,4177421.134565
3457,11097217.923337,4623.840801,4182044.975367
3458,11096806.169054,4623.669237,4186668.644604
3459,11096331.611235,4623.471505,4191292.116109
3460,11096332.631335,4623.471930,4195915.588038
3461,11096157.165881,4623.398819,4200538.986857
3462,11095918.840463,4623.299517,4205162.286374
3463,11095919.860563,4623.299942,4209785.586316
3464,11095742.019786,4623.225842,4214408.812158
3465,11095743.039886,4623.226267,4219032.038424
3466,11095744.059986,4623.226692,4223655.265116
3467,11095567.927773,4623.153303,4228278.418419
3468,11095568.947873,4623.153728,4232901.572147
3469,11095569.967973,4623.154153,4237524.726301
3470,11095390.151699,4623.079230,4242147.805531
3471,11095391.171799,4623.079655,4246770.885186
3472,11095392.191899,4623.080080,4251393.965266
3473,11095324.455015,4623.051856,4256017.017122
3474,11095325.475115,4623.052281,4260640.069403
3475,11095326.495215,4623.052706,4265263.122109
3476,11095146.710700,4622.977796,4269886.099906
3477,11094903.129024,4622.876304,4274508.976209
3478,11094595.954573,4622.748314,4279131.724524
3479,11094596.974673,4622.748739,4283754.473263
3480,11094414.696003,4622.672790,4288377.146053
3481,11094174.599452,4622.572750,4292999.718803
3482,11093874.725894,4622.447802,4297622.166605
3483,11093875.745994,4622.448227,4302244.614833
3484,11093700.270867,4622.375113,4306866.989946
3485,11093701.290967,4622.375538,4311489.365484
3486,11093702.311067,4622.375963,4316111.741447
3487,11093703.331167,4622.376388,4320734.117835
3488,11093704.351267,4622.376813,4325356.494648
3489,11093705.371367,4622.377238,4329978.871886
3490,11093706.391467,4622.377663,4334601.249549
3491,11093534.247591,4622.305936,4339223.555485
3492,11093302.218646,4622.209258,4343845.764743
3493,11093303.238746,4622.209683,4348467.974426
3494,11093130.338991,4622.137641,4353090.112067
3495,11093131.359091,4622.138066,4357712.250133
3496,11093132.379191,4622.138491,4362334.388625
3497,11093133.399291,4622.138916,4366956.527541
3498,11093134.419391,4622.139341,4371578.666883
3499,11093135.439491,4622.139766,4376200.806649
3500,11093136.459591,4622.140191,4380822.946841
3501,11093137.479691,4622.140617,4385445.087457
3502,11093138.499791,4622.141042,4390067.228499
3503,11092959.534413,4622.066473,4394689.294971
3504,11092719.992852,4621.966664,4399311.261635
3505,11092419.907694,4621.841628,4403933.103263
3506,11092420.927794,4621.842053,4408554.945316
3507,11092243.103994,4621.767960,4413176.713276
3508,11092006.456058,4621.669357,4417798.382633
3509,11091710.106266,4621.545878,4422419.928511
3510,11091711.126366,4621.546303,4427041.474813
3511,11091646.022323,4621.519176,4431662.993989
3512,11091647.042423,4621.519601,4436284.513590
3513,11091648.062523,4621.520026,4440906.033616
3514,11091649.082623,4621.520451,4445527.554068
3515,11091650.102723,4621.520876,4450149.074944
3516,11091651.122823,4621.521301,4454770.596245
3517,11091502.142923,4621.459226,4459392.055471
3518,11091503.163023,4621.459651,4464013.515122
3519,11091504.183123,4621.460076,4468634.975199
3520,11091505.203223,4621.460501,4473256.435700
3521,11091506.223323,4621.460926,4477877.896626
3522,11091507.243423,4621.461351,4482499.357978
3523,11091508.284027,4621.461785,4487120.819763
3524,11091509.304127,4621.462210,4491742.281973
3525,11091510.324227,4621.462635,4496363.744608
3526,11091511.344327,4621.463060,4500985.207668
3527,11091512.364427,4621.463485,4505606.671153
3528,11091513.384527,4621.463910,4510228.135063
3529,11091514.404627,4621.464335,4514849.599399
3530,11091515.424727,4621.464760,4519471.064159
3531,11091516.444827,4621.465185,4524092.529344
3532,11091517.464927,4621.465610,4528713.994955
3533,11091518.485027,4621.466035,4533335.460990
3534,11091292.590019,4621.371913,4537956.832903
3535,11091293.610119,4621.372338,4542578.205240
3536,11091294.630219,4621.372763,4547199.578003
3537,11091295.650319,4621.373188,4551820.951190
3538,11091296.670419,4621.373613,4556442.324803
3539,11091297.690519,4621.374038,4561063.698841
3540,11091298.710619,4621.374463,4565685.073304
3541,11091299.730719,4621.374888,4570306.448191
3542,11091300.750819,4621.375313,4574927.823504
3543,11091301.770919,4621.375738,4579549.199242
3544,11091302.791019,4621.376163,4584170.575405
3545,11091303.811119,4621.376588,4588791.951993
3546,11091304.831219,4621.377013,4593413.329006
3547,11091128.386135,4621.303494,4598034.632500
3548,11091129.406235,4621.303919,4602655.936420
3549,11091130.426335,4621.304344,4607277.240764
3550,11091131.446435,4621.304769,4611898.545533
3551,11090949.751808,4621.229063,4616519.774596
3552,11090950.771908,4621.229488,4621141.004085
3553,11090951.792008,4621.229913,4625762.233998
3554,11090952.812108,4621.230338,4630383.464336
3555,11090771.198630,4621.154666,4635004.619003
3556,11090527.653803,4621.053189,4639625.672192
3557,11090528.673903,4621.053614,4644246.725806
3558,11090529.694003,4621.054039,4648867.779845
3559,11090530.714103,4621.054464,4653488.834309
3560,11090353.258206,4620.980524,4658109.814833
3561,11090115.124527,4620.881302,4662730.696135
3562,11090116.144627,4620.881727,4667351.577862
3563,11090117.164727,4620.882152,4671972.460014
3564,11090118.184827,4620.882577,4676593.342591
3565,11090119.204927,4620.883002,4681214.225593
3566,11090120.225027,4620.883427,4685835.109020
3567,11090121.245127,4620.883852,4690455.992872
3568,11090122.265227,4620.884277,4695076.877150
3569,11090123.285327,4620.884702,4699697.761852
3570,11090124.305427,4620.885127,4704318.646979
3571,11090125.325527,4620.885552,4708939.532531
3572,11089944.390165,4620.810163,4713560.342694
3573,11089704.040280,4620.710017,4718181.052711
3574,11089403.605524,4620.584836,4722801.637546
3575,11089404.625624,4620.585261,4727422.222807
3576,11089405.645724,4620.585686,4732042.808493
3577,11089406.665824,4620.586111,4736663.394604
3578,11089407.706428,4620.586544,4741283.981148
3579,11089228.370676,4620.511821,4745904.492969
3580,11088987.633280,4620.411514,4750524.904483
3581,11088988.653380,4620.411939,4755145.316422
3582,11088989.673480,4620.412364,4759765.728786
3583,11088990.693580,4620.412789,4764386.141575
3584,11088991.713680,4620.413214,4769006.554789
3585,11088992.754284,4620.413648,4773626.968436
3586,11088993.774384,4620.414073,4778247.382509
3587,11088994.814988,4620.414506,4782867.797015
3588,11088995.835088,4620.414931,4787488.211947
3589,11088996.855188,4620.415356,4792108.627303
3590,11088997.875288,4620.415781,4796729.043084
3591,11088998.895388,4620.416206,4801349.459291
3592,11088999.935992,4620.416640,4805969.875931
3593,11088818.304622,4620.340960,4810590.216891
3594,11088577.099619,4620.240458,4815210.457349
3595,11088275.688911,4620.114870,4819830.572219
3596,11087917.801318,4619.965751,4824450.537970
3597,11087499.434197,4619.791431,4829070.329401
3598,11087021.212790,4619.592172,4833689.921573
3599,11087020.232890,4619.591764,4838309.513337
3600,11086841.332922,4619.517222,4842929.030559
3601,11086840.353022,4619.516814,4847548.547372
3602,11086839.373122,4619.516405,4852168.063778
3603,11086838.393222,4619.515997,4856787.579775
3604,11086837.413322,4619.515589,4861407.095364
3605,11086663.764845,4619.443235,4866026.538599
3606,11086430.229617,4619.345929,4870645.884528
3607,11086429.249717,4619.345521,4875265.230049
3608,11086428.269817,4619.345112,4879884.575161
3609,11086428.558189,4619.345233,4884503.920394
3610,11086429.578289,4619.345658,4889123.266052
3611,11086430.598389,4619.346083,4893742.612134
3612,11086431.618489,4619.346508,4898361.958642
3613,11086432.638589,4619.346933,4902981.305575
3614,11086433.658689,4619.347358,4907600.652933
3615,11086434.678789,4619.347783,4912220.000715
3616,11086435.698889,4619.348208,4916839.348923
3617,11086436.718989,4619.348633,4921458.697556
3618,11086437.739089,4619.349058,4926078.046614
3619,11086438.759189,4619.349483,4930697.396097
3620,11086273.641397,4619.280684,4935316.676781
3621,11086274.661497,4619.281109,4939935.957890
3622,11086275.681597,4619.281534,4944555.239424
3623,11086276.722201,4619.281968,4949174.521392
3624,11086277.742301,4619.282393,4953793.803784
3625,11086278.762401,4619.282818,4958413.086602
3626,11086116.364748,4619.215152,4963032.301754
3627,11085897.157565,4619.123816,4967651.425570
3628,11085620.092060,4619.008372,4972270.433941
3629,11085621.112160,4619.008797,4976889.442738
3630,11085622.132260,4619.009222,4981508.451960
3631,11085623.152360,4619.009647,4986127.461607
3632,11085624.172460,4619.010072,4990746.471678
3633,11085625.192560,4619.010497,4995365.482175
3634,11085626.212660,4619.010922,4999984.493097
3635,11085627.232760,4619.011347,5004603.504444
3636,11085628.252860,4619.011772,5009222.516216
3637,11085629.272960,4619.012197,5013841.528413
3638,11085630.293060,4619.012622,5018460.541035
3639,11085631.313160,4619.013047,5023079.554083
3640,11085632.333260,4619.013472,5027698.567555
3641,11085633.353360,4619.013897,5032317.581452
3642,11085634.373460,4619.014322,5036936.595774
3643,11085635.393560,4619.014747,5041555.610522
3644,11085636.413660,4619.015172,5046174.625694
3645,11085637.433760,4619.015597,5050793.641291
3646,11085469.829999,4618.945762,5055412.587054
3647,11085470.850099,4618.946188,5060031.533241
3648,11085471.870199,4618.946613,5064650.479854
3649,11085472.890299,4618.947038,5069269.426892
3650,11085313.697746,4618.880707,5073888.307599
3651,11085097.884812,4618.790785,5078507.098384
3652,11085098.904912,4618.791210,5083125.889595
3653,11084939.081308,4618.724617,5087744.614212
3654,11084724.701853,4618.635292,5092363.249504
3655,11084453.379137,4618.522241,5096981.771746
3656,11084454.399237,4618.522666,5101600.294412
3657,11084292.287210,4618.455120,5106218.749532
3658,11084073.272714,4618.363864,5110837.113395
3659,11084074.292814,4618.364289,5115455.477684
3660,11083909.546639,4618.295644,5120073.773328
3661,11083687.626610,4618.203178,5124691.976506
3662,11083688.646710,4618.203603,5129310.180109
3663,11083689.666810,4618.204028,5133928.384137
3664,11083525.912342,4618.135797,5138546.519934
3665,11083526.932442,4618.136222,5143164.656155
3666,11083527.952542,4618.136647,5147782.792802
3667,11083355.539273,4618.064808,5152400.857610
3668,11083126.645230,4617.969436,5157018.827046
3669,11083127.665330,4617.969861,5161636.796906
3670,11082957.072166,4617.898780,5166254.695687
3671,11082727.329749,4617.803054,5170872.498741
3672,11082439.924848,4617.683302,5175490.182043
3673,11082440.944948,4617.683727,5180107.865770
3674,11082273.868503,4617.614112,5184725.479882
3675,11082048.389796,4617.520162,5189343.000044
3676,11081765.127262,4617.402136,5193960.402180
3677,11081766.147362,4617.402561,5198577.804742
3678,11081598.849933,4617.332854,5203195.137596
3679,11081373.572369,4617.238988,5207812.376584
3680,11081095.085967,4617.122952,5212429.499537
3681,11080760.383260,4616.983493,5217046.483030
3682,11080618.535700,4616.924390,5221663.407420
3683,11080454.649192,4616.856104,5226280.263524
3684,11080455.669292,4616.856529,5230897.120052
3685,11080294.054395,4616.789189,5235513.909242
3686,11080078.872266,4616.699530,5240130.608772
3687,11080079.892366,4616.699955,5244747.308727
3688,11079926.566344,4616.636069,5249363.944796
3689,11079718.456420,4616.549357,5253980.494153
3690,11079480.080259,4616.450033,5258596.944187
3691,11079191.576991,4616.329824,5263213.274010
3692,11078850.916665,4616.187882,5267829.461892
3693,11078457.593019,4616.023997,5272445.485889
3694,11078034.298939,4615.847625,5277061.333514
3695,11077563.885078,4615.651619,5281676.985133
3696,11077049.056571,4615.437107,5286292.422240
3697,11076484.396299,4615.201832,5290907.624071
3698,11075876.625846,4614.948594,5295522.572666
3699,11075227.258509,4614.678024,5300137.250690
3700,11074528.999926,4614.387083,5304751.637773
3701,11073801.351973,4614.083897,5309365.721670
3702,11073022.019631,4613.759175,5313979.480845
3703,11072195.803769,4613.414918,5318592.895763
3704,11071319.010491,4613.049588,5323205.945351
3705,11070403.101200,4612.667959,5327818.613310
3706,11069444.026941,4612.268345,5332430.881654
3707,11068434.408997,4611.847670,5337042.729324
3708,11067377.856736,4611.407440,5341654.136765
3709,11066279.364762,4610.949735,5346265.086500
3710,11065133.649126,4610.472354,5350875.558854
3711,11063915.378589,4609.964741,5355485.523595
3712,11062648.497884,4609.436874,5360094.960469
3713,11061344.526438,4608.893553,5364703.854022
3714,11059994.372202,4608.330988,5369312.185010
3715,11058600.645816,4607.750269,5373919.935279
3716,11057134.199177,4607.139250,5378527.074529
3717,11055635.999833,4606.515000,5383133.589529
3718,11054089.847614,4605.870770,5387739.460299
3719,11052501.116910,4605.208799,5392344.669097
3720,11050867.798341,4604.528249,5396949.197347
3721,11049172.585607,4603.821911,5401553.019257
3722,11047424.231313,4603.093430,5406156.112687
3723,11045624.776618,4602.343657,5410758.456344
3724,11043754.554753,4601.564398,5415360.020742
3725,11041817.205241,4600.757169,5419960.777911
3726,11039837.024955,4599.932094,5424560.710004
3727,11039393.532322,4599.747305,5429160.457310
3728,11039389.552422,4599.745647,5433760.202956
3729,11039320.078286,4599.716699,5438359.919656
3730,11039316.098386,4599.715041,5442959.634697
3731,11039312.118486,4599.713383,5447559.348079
3732,11039024.603063,4599.593585,5452158.941664
3733,11039020.623163,4599.591926,5456758.533590
3734,11038916.643263,4599.548601,5461358.082192
3735,11038789.097051,4599.495457,5465957.577649
3736,11038613.807572,4599.422420,5470557.000069
3737,11038392.539052,4599.330225,5475156.330293
3738,11038119.502689,4599.216459,5479755.546753
3739,11037802.332386,4599.084305,5484354.631058
3740,11037437.001391,4598.932084,5488953.563142
3741,11037023.457316,4598.759774,5493552.322916
3742,11036559.304400,4598.566377,5498150.889292
3743,11036054.970434,4598.356238,5502749.245530
3744,11035511.038045,4598.129599,5507347.375129
3745,11034921.150913,4597.883813,5511945.258942
3746,11034287.802854,4597.619918,5516542.878860
3747,11033597.167560,4597.332153,5521140.211013
3748,11032856.044408,4597.023352,5525737.234365
3749,11032070.104489,4596.695877,5530333.930242
3750,11031236.740559,4596.348642,5534930.278884
3751,11030369.632746,4595.987347,5539526.266231
3752,11029464.787836,4595.610328,5544121.876559
3753,11028520.975915,4595.217073,5548717.093632
3754,11027531.827050,4594.804928,5553311.898560
3755,11026567.738716,4594.403224,5557906.301785
3756,11026163.758816,4594.234900,5562500.536684
3757,11025764.408255,4594.068503,5567094.605188
3758,11025311.583105,4593.879826,5571688.485014
3759,11024828.519954,4593.678550,5576282.163564
3760,11024296.825109,4593.457010,5580875.620574
3761,11023712.801762,4593.213667,5585468.834242
3762,11023080.179192,4592.950075,5590061.784317
3763,11023081.199292,4592.950500,5594654.734816
3764,11022719.183159,4592.799660,5599247.534476
3765,11022311.068674,4592.629612,5603840.164088
3766,11021855.610813,4592.439838,5608432.603926
3767,11021352.740392,4592.230308,5613024.834234
3768,11020801.693294,4592.000706,5617616.834940
3769,11020208.558029,4591.753566,5622208.588506
3770,11019575.210388,4591.489671,5626800.078177
3771,11018895.265845,4591.206361,5631391.284537
3772,11018164.936896,4590.902057,5635982.186594
3773,11017383.572536,4590.576489,5640572.763083
3774,11016553.345967,4590.230561,5645162.993644
3775,11016554.366067,4590.230986,5649753.224630
3776,11016307.499498,4590.128125,5654343.352754
3777,11016068.933252,4590.028722,5658933.381477
3778,11015780.729746,4589.908637,5663523.290114
